manufacturer_name,manufacturer_slug,material_type,region,collection,profile_name,profile_slug,profile_style,color_name,manufacturer_code,color_type,hex_code,source_document,notes
Eagle Roofing,eagle,tile,florida,Classic Collection,Bel Air,bel-air,flat,Grays Peak Range,4669F,range,,EAGLE-FL-2026_refresh-051526-digital.pdf,
Eagle Roofing,eagle,tile,florida,Classic Collection,Bel Air,bel-air,flat,Village Blend,4671F,blend,,EAGLE-FL-2026_refresh-051526-digital.pdf,
Eagle Roofing,eagle,tile,florida,Classic Collection,Bel Air,bel-air,flat,Light Gray Range,4679,range,,EAGLE-FL-2026_refresh-051526-digital.pdf,
Eagle Roofing,eagle,tile,florida,Classic Collection,Bel Air,bel-air,flat,Light Gray Range,4679F,range,,EAGLE-FL-2026_refresh-051526-digital.pdf,
Eagle Roofing,eagle,tile,florida,Classic Collection,Bel Air,bel-air,flat,Brown Gray Range,4687F,range,,EAGLE-FL-2026_refresh-051526-digital.pdf,
Eagle Roofing,eagle,tile,florida,Classic Collection,Bel Air,bel-air,flat,Brown Range,4689F,range,,EAGLE-FL-2026_refresh-051526-digital.pdf,
Eagle Roofing,eagle,tile,florida,Classic Collection,Bel Air,bel-air,flat,Kona Red Range,4698F,range,,EAGLE-FL-2026_refresh-051526-digital.pdf,
Eagle Roofing,eagle,tile,florida,Classic Collection,Bel Air,bel-air,flat,Walnut Creek Blend,4773F,blend,,EAGLE-FL-2026_refresh-051526-digital.pdf,
Eagle Roofing,eagle,tile,florida,Classic Collection,Bel Air,bel-air,flat,Rocklin Blend,4804F,blend,,EAGLE-FL-2026_refresh-051526-digital.pdf,
Eagle Roofing,eagle,tile,florida,Classic Collection,Bel Air,bel-air,flat,Corona Del Mar Blend,4825F,blend,,EAGLE-FL-2026_refresh-051526-digital.pdf,
Eagle Roofing,eagle,tile,florida,Classic Collection,Bel Air,bel-air,flat,Shasta Blend,4880F,blend,,EAGLE-FL-2026_refresh-051526-digital.pdf,
Eagle Roofing,eagle,tile,florida,Classic Collection,Bel Air,bel-air,flat,Hillsborough Blend,4883F,blend,,EAGLE-FL-2026_refresh-051526-digital.pdf,
Eagle Roofing,eagle,tile,florida,Classic Collection,Bel Air,bel-air,flat,Moss Creek,49507F,,,EAGLE-FL-2026_refresh-051526-digital.pdf,
Eagle Roofing,eagle,tile,florida,Classic Collection,Bel Air,bel-air,flat,Maple Creek Blend,49604F,blend,,EAGLE-FL-2026_refresh-051526-digital.pdf,
Eagle Roofing,eagle,tile,florida,Classic Collection,Capistrano,capistrano,barrel,Santa Cruz Blend,3402F,blend,,EAGLE-FL-2026_refresh-051526-digital.pdf,
Eagle Roofing,eagle,tile,florida,Classic Collection,Capistrano,capistrano,barrel,Viera Blend,3477F,blend,,EAGLE-FL-2026_refresh-051526-digital.pdf,
Eagle Roofing,eagle,tile,florida,Classic Collection,Capistrano,capistrano,barrel,Sierra Madre,3503F,,,EAGLE-FL-2026_refresh-051526-digital.pdf,
Eagle Roofing,eagle,tile,florida,Classic Collection,Capistrano,capistrano,barrel,Weathered Adobe,3530F,,,EAGLE-FL-2026_refresh-051526-digital.pdf,
Eagle Roofing,eagle,tile,florida,Classic Collection,Capistrano,capistrano,barrel,Santa Paula,3549F,,,EAGLE-FL-2026_refresh-051526-digital.pdf,
Eagle Roofing,eagle,tile,florida,Classic Collection,Capistrano,capistrano,barrel,Arcadia Canyon Brown,3581F,,,EAGLE-FL-2026_refresh-051526-digital.pdf,
Eagle Roofing,eagle,tile,florida,Classic Collection,Capistrano,capistrano,barrel,Dark Gray Range,3591F,range,,EAGLE-FL-2026_refresh-051526-digital.pdf,
Eagle Roofing,eagle,tile,florida,Classic Collection,Capistrano,capistrano,barrel,Concord Blend,3602,blend,,EAGLE-FL-2026_refresh-051526-digital.pdf,
Eagle Roofing,eagle,tile,florida,Classic Collection,Capistrano,capistrano,barrel,Concord Blend,3602F,blend,,EAGLE-FL-2026_refresh-051526-digital.pdf,
Eagle Roofing,eagle,tile,florida,Classic Collection,Capistrano,capistrano,barrel,Sanborn Blend,3603F,blend,,EAGLE-FL-2026_refresh-051526-digital.pdf,
Eagle Roofing,eagle,tile,florida,Classic Collection,Capistrano,capistrano,barrel,Carlsbad Blend,3604F,blend,,EAGLE-FL-2026_refresh-051526-digital.pdf,
Eagle Roofing,eagle,tile,florida,Classic Collection,Capistrano,capistrano,barrel,Vallejo Range,3606F,range,,EAGLE-FL-2026_refresh-051526-digital.pdf,
Eagle Roofing,eagle,tile,florida,Classic Collection,Capistrano,capistrano,barrel,Bloomingdale Blend,3620F,blend,,EAGLE-FL-2026_refresh-051526-digital.pdf,
Eagle Roofing,eagle,tile,florida,Classic Collection,Capistrano,capistrano,barrel,Sunrise Blend,3645F,blend,,EAGLE-FL-2026_refresh-051526-digital.pdf,
Eagle Roofing,eagle,tile,florida,Classic Collection,Capistrano,capistrano,barrel,Terracambra Range,3664F,range,,EAGLE-FL-2026_refresh-051526-digital.pdf,
Eagle Roofing,eagle,tile,florida,Classic Collection,Capistrano,capistrano,barrel,Light Gray Range,3679F,range,,EAGLE-FL-2026_refresh-051526-digital.pdf,
Eagle Roofing,eagle,tile,florida,Classic Collection,Capistrano,capistrano,barrel,Brown Gray Range,3687F,range,,EAGLE-FL-2026_refresh-051526-digital.pdf,
Eagle Roofing,eagle,tile,florida,Classic Collection,Capistrano,capistrano,barrel,Buena Vista Blend,3688F,blend,,EAGLE-FL-2026_refresh-051526-digital.pdf,
Eagle Roofing,eagle,tile,florida,Classic Collection,Capistrano,capistrano,barrel,Brown Range,3689F,range,,EAGLE-FL-2026_refresh-051526-digital.pdf,
Eagle Roofing,eagle,tile,florida,Classic Collection,Capistrano,capistrano,barrel,Kona Red Range,3698F,range,,EAGLE-FL-2026_refresh-051526-digital.pdf,
Eagle Roofing,eagle,tile,florida,Classic Collection,Capistrano,capistrano,barrel,Adobe Blend,3723F,blend,,EAGLE-FL-2026_refresh-051526-digital.pdf,
Eagle Roofing,eagle,tile,florida,Classic Collection,Capistrano,capistrano,barrel,Palm Beach Blend,3725F,blend,,EAGLE-FL-2026_refresh-051526-digital.pdf,
Eagle Roofing,eagle,tile,florida,Classic Collection,Capistrano,capistrano,barrel,Walnut Creek Blend,3773F,blend,,EAGLE-FL-2026_refresh-051526-digital.pdf,
Eagle Roofing,eagle,tile,florida,Classic Collection,Capistrano,capistrano,barrel,San Ramon Range,3816F,range,,EAGLE-FL-2026_refresh-051526-digital.pdf,
Eagle Roofing,eagle,tile,florida,Classic Collection,Capistrano,capistrano,barrel,Corona Del Mar Blend,3825F,blend,,EAGLE-FL-2026_refresh-051526-digital.pdf,
Eagle Roofing,eagle,tile,florida,Classic Collection,Capistrano,capistrano,barrel,Bridgeport Blend Copper,SRB 8828,blend,,EAGLE-FL-2026_refresh-051526-digital.pdf,
Eagle Roofing,eagle,tile,florida,Classic Collection,Malibu,malibu,double-s,Santa Cruz Blend,2402F,blend,,EAGLE-FL-2026_refresh-051526-digital.pdf,
Eagle Roofing,eagle,tile,florida,Classic Collection,Malibu,malibu,double-s,Rosewood,2424F,,,EAGLE-FL-2026_refresh-051526-digital.pdf,
Eagle Roofing,eagle,tile,florida,Classic Collection,Malibu,malibu,double-s,Sierra Madre,2503F,,,EAGLE-FL-2026_refresh-051526-digital.pdf,
Eagle Roofing,eagle,tile,florida,Classic Collection,Malibu,malibu,double-s,Weathered Adobe,2530F,,,EAGLE-FL-2026_refresh-051526-digital.pdf,
Eagle Roofing,eagle,tile,florida,Classic Collection,Malibu,malibu,double-s,Santa Paula,2549F,,,EAGLE-FL-2026_refresh-051526-digital.pdf,
Eagle Roofing,eagle,tile,florida,Classic Collection,Malibu,malibu,double-s,Dark Gray Range,2591F,range,,EAGLE-FL-2026_refresh-051526-digital.pdf,
Eagle Roofing,eagle,tile,florida,Classic Collection,Malibu,malibu,double-s,Carlsbad Blend,2604F,blend,,EAGLE-FL-2026_refresh-051526-digital.pdf,
Eagle Roofing,eagle,tile,florida,Classic Collection,Malibu,malibu,double-s,Vallejo Range,2606F,range,,EAGLE-FL-2026_refresh-051526-digital.pdf,
Eagle Roofing,eagle,tile,florida,Classic Collection,Malibu,malibu,double-s,Sunrise Blend,2645F,blend,,EAGLE-FL-2026_refresh-051526-digital.pdf,
Eagle Roofing,eagle,tile,florida,Classic Collection,Malibu,malibu,double-s,Terracambra Range,2664F,range,,EAGLE-FL-2026_refresh-051526-digital.pdf,
Eagle Roofing,eagle,tile,florida,Classic Collection,Malibu,malibu,double-s,Light Gray Range,2679F,range,,EAGLE-FL-2026_refresh-051526-digital.pdf,
Eagle Roofing,eagle,tile,florida,Classic Collection,Malibu,malibu,double-s,Brown Range,2689F,range,,EAGLE-FL-2026_refresh-051526-digital.pdf,
Eagle Roofing,eagle,tile,florida,Classic Collection,Malibu,malibu,double-s,Kona Red Range,2698F,range,,EAGLE-FL-2026_refresh-051526-digital.pdf,
Eagle Roofing,eagle,tile,florida,Classic Collection,Malibu,malibu,double-s,Palm Beach Blend,2725F,blend,,EAGLE-FL-2026_refresh-051526-digital.pdf,
Eagle Roofing,eagle,tile,florida,Classic Collection,Malibu,malibu,double-s,Electronics Way,2820,,,EAGLE-FL-2026_refresh-051526-digital.pdf,
Eagle Roofing,eagle,tile,florida,Classic Collection,Malibu,malibu,double-s,Corona Del Mar Blend,2825F,blend,,EAGLE-FL-2026_refresh-051526-digital.pdf,
Eagle Roofing,eagle,tile,florida,Classic Collection,Sequoia,sequoia,shake,Village Blend,58512F,blend,,EAGLE-FL-2026_refresh-051526-digital.pdf,
Eagle Roofing,eagle,tile,florida,Classic Collection,Sequoia,sequoia,shake,Kings Canyon Blend,58513F,blend,,EAGLE-FL-2026_refresh-051526-digital.pdf,
Eagle Roofing,eagle,tile,florida,Classic Collection,Sequoia,sequoia,shake,Brown Gray Range,58514F,range,,EAGLE-FL-2026_refresh-051526-digital.pdf,
Eagle Roofing,eagle,tile,florida,Classic Collection,Sequoia,sequoia,shake,Concord Blend,58515F,blend,,EAGLE-FL-2026_refresh-051526-digital.pdf,
Eagle Roofing,eagle,tile,florida,Classic Collection,Sequoia,sequoia,shake,Light Gray Range,58516F,range,,EAGLE-FL-2026_refresh-051526-digital.pdf,
Eagle Roofing,eagle,tile,florida,Classic Collection,Sequoia,sequoia,shake,Sierra Madre,58519F,,,EAGLE-FL-2026_refresh-051526-digital.pdf,
Eagle Roofing,eagle,tile,florida,Classic Collection,Sequoia,sequoia,shake,Seattle Blend,58805F,blend,,EAGLE-FL-2026_refresh-051526-digital.pdf,
Eagle Roofing,eagle,tile,hawaii,Classic Collection,Bel Air,bel-air,flat,Arcadia Canyon Brown,4502,,,EAGLE-HA-2026_refresh-032426-digital.pdf,
Eagle Roofing,eagle,tile,hawaii,Classic Collection,Bel Air,bel-air,flat,Sierra Madre,4503,,,EAGLE-HA-2026_refresh-032426-digital.pdf,
Eagle Roofing,eagle,tile,hawaii,Classic Collection,Bel Air,bel-air,flat,Weathered Terracotta Flashed,4520,flashed,,EAGLE-HA-2026_refresh-032426-digital.pdf,
Eagle Roofing,eagle,tile,hawaii,Classic Collection,Bel Air,bel-air,flat,Weathered Adobe,4530,,,EAGLE-HA-2026_refresh-032426-digital.pdf,
Eagle Roofing,eagle,tile,hawaii,Classic Collection,Bel Air,bel-air,flat,Santa Paula,4549,,,EAGLE-HA-2026_refresh-032426-digital.pdf,
Eagle Roofing,eagle,tile,hawaii,Classic Collection,Bel Air,bel-air,flat,Garnet Brown Range,4588,range,,EAGLE-HA-2026_refresh-032426-digital.pdf,
Eagle Roofing,eagle,tile,hawaii,Classic Collection,Bel Air,bel-air,flat,Dark Gray Range,4591,range,,EAGLE-HA-2026_refresh-032426-digital.pdf,
Eagle Roofing,eagle,tile,hawaii,Classic Collection,Bel Air,bel-air,flat,Onyx Range,4594,range,,EAGLE-HA-2026_refresh-032426-digital.pdf,
Eagle Roofing,eagle,tile,hawaii,Classic Collection,Bel Air,bel-air,flat,Dark Charcoal Range,4595,range,,EAGLE-HA-2026_refresh-032426-digital.pdf,
Eagle Roofing,eagle,tile,hawaii,Classic Collection,Bel Air,bel-air,flat,Concord Blend,4602,blend,,EAGLE-HA-2026_refresh-032426-digital.pdf,
Eagle Roofing,eagle,tile,hawaii,Classic Collection,Bel Air,bel-air,flat,Vallejo Range,4606,range,,EAGLE-HA-2026_refresh-032426-digital.pdf,
Eagle Roofing,eagle,tile,hawaii,Classic Collection,Bel Air,bel-air,flat,Weathered Terracotta Range,4615,range,,EAGLE-HA-2026_refresh-032426-digital.pdf,
Eagle Roofing,eagle,tile,hawaii,Classic Collection,Bel Air,bel-air,flat,Tehachapi Blend,4621,blend,,EAGLE-HA-2026_refresh-032426-digital.pdf,
Eagle Roofing,eagle,tile,hawaii,Classic Collection,Bel Air,bel-air,flat,Kings Canyon Blend,4634,blend,,EAGLE-HA-2026_refresh-032426-digital.pdf,
Eagle Roofing,eagle,tile,hawaii,Classic Collection,Bel Air,bel-air,flat,Piedmont Blend,4636,blend,,EAGLE-HA-2026_refresh-032426-digital.pdf,
Eagle Roofing,eagle,tile,hawaii,Classic Collection,Bel Air,bel-air,flat,Sunrise Blend,4645,blend,,EAGLE-HA-2026_refresh-032426-digital.pdf,
Eagle Roofing,eagle,tile,hawaii,Classic Collection,Bel Air,bel-air,flat,Sunset Blend,4646,blend,,EAGLE-HA-2026_refresh-032426-digital.pdf,
Eagle Roofing,eagle,tile,hawaii,Classic Collection,Bel Air,bel-air,flat,Grays Peak Range,4669,range,,EAGLE-HA-2026_refresh-032426-digital.pdf,
Eagle Roofing,eagle,tile,hawaii,Classic Collection,Bel Air,bel-air,flat,Village Blend,4671,blend,,EAGLE-HA-2026_refresh-032426-digital.pdf,
Eagle Roofing,eagle,tile,hawaii,Classic Collection,Bel Air,bel-air,flat,Light Gray Range,4679,range,,EAGLE-HA-2026_refresh-032426-digital.pdf,
Eagle Roofing,eagle,tile,hawaii,Classic Collection,Bel Air,bel-air,flat,Brown Gray Range,4687,range,,EAGLE-HA-2026_refresh-032426-digital.pdf,
Eagle Roofing,eagle,tile,hawaii,Classic Collection,Bel Air,bel-air,flat,Brown Range,4689,range,,EAGLE-HA-2026_refresh-032426-digital.pdf,
Eagle Roofing,eagle,tile,hawaii,Classic Collection,Bel Air,bel-air,flat,Pewter Bronze Blend,4690,blend,,EAGLE-HA-2026_refresh-032426-digital.pdf,
Eagle Roofing,eagle,tile,hawaii,Classic Collection,Bel Air,bel-air,flat,Slate Range,4697,range,,EAGLE-HA-2026_refresh-032426-digital.pdf,
Eagle Roofing,eagle,tile,hawaii,Classic Collection,Bel Air,bel-air,flat,Kona Red Range,4698,range,,EAGLE-HA-2026_refresh-032426-digital.pdf,
Eagle Roofing,eagle,tile,hawaii,Classic Collection,Bel Air,bel-air,flat,Calabar Blend,4702,blend,,EAGLE-HA-2026_refresh-032426-digital.pdf,
Eagle Roofing,eagle,tile,hawaii,Classic Collection,Bel Air,bel-air,flat,Tiburon Blend,4713,blend,,EAGLE-HA-2026_refresh-032426-digital.pdf,
Eagle Roofing,eagle,tile,hawaii,Classic Collection,Bel Air,bel-air,flat,Cocoa Range,4743,range,,EAGLE-HA-2026_refresh-032426-digital.pdf,
Eagle Roofing,eagle,tile,hawaii,Classic Collection,Bel Air,bel-air,flat,Walnut Creek Blend,4773,blend,,EAGLE-HA-2026_refresh-032426-digital.pdf,
Eagle Roofing,eagle,tile,hawaii,Classic Collection,Bel Air,bel-air,flat,Rocklin Blend,4804,blend,,EAGLE-HA-2026_refresh-032426-digital.pdf,
Eagle Roofing,eagle,tile,hawaii,Classic Collection,Bel Air,bel-air,flat,Evergreen,4805,,,EAGLE-HA-2026_refresh-032426-digital.pdf,
Eagle Roofing,eagle,tile,hawaii,Classic Collection,Bel Air,bel-air,flat,Avondale Blend,4810,blend,,EAGLE-HA-2026_refresh-032426-digital.pdf,
Eagle Roofing,eagle,tile,hawaii,Classic Collection,Bel Air,bel-air,flat,San Pablo Blend,4814,blend,,EAGLE-HA-2026_refresh-032426-digital.pdf,
Eagle Roofing,eagle,tile,hawaii,Classic Collection,Bel Air,bel-air,flat,Shasta Blend,4880,blend,,EAGLE-HA-2026_refresh-032426-digital.pdf,
Eagle Roofing,eagle,tile,hawaii,Classic Collection,Bel Air,bel-air,flat,Manteca Blend,4882,blend,,EAGLE-HA-2026_refresh-032426-digital.pdf,
Eagle Roofing,eagle,tile,hawaii,Classic Collection,Bel Air,bel-air,flat,Hillsborough Blend,4883,blend,,EAGLE-HA-2026_refresh-032426-digital.pdf,
Eagle Roofing,eagle,tile,hawaii,Classic Collection,Bel Air,bel-air,flat,Alameda Range,4884,range,,EAGLE-HA-2026_refresh-032426-digital.pdf,
Eagle Roofing,eagle,tile,hawaii,Classic Collection,Bel Air,bel-air,flat,Grass Valley Range Copper,SRB 4666,range,,EAGLE-HA-2026_refresh-032426-digital.pdf,
Eagle Roofing,eagle,tile,hawaii,Classic Collection,Bel Air,bel-air,flat,Hayden Range Copper,SRB 4683,range,,EAGLE-HA-2026_refresh-032426-digital.pdf,
Eagle Roofing,eagle,tile,hawaii,Classic Collection,Capistrano,capistrano,barrel,Sierra Madre,3503,,,EAGLE-HA-2026_refresh-032426-digital.pdf,
Eagle Roofing,eagle,tile,hawaii,Classic Collection,Capistrano,capistrano,barrel,Weathered Terracotta Flashed,3520,flashed,,EAGLE-HA-2026_refresh-032426-digital.pdf,
Eagle Roofing,eagle,tile,hawaii,Classic Collection,Capistrano,capistrano,barrel,Terracotta Flashed,3522,flashed,,EAGLE-HA-2026_refresh-032426-digital.pdf,
Eagle Roofing,eagle,tile,hawaii,Classic Collection,Capistrano,capistrano,barrel,Valencia,3526,,,EAGLE-HA-2026_refresh-032426-digital.pdf,
Eagle Roofing,eagle,tile,hawaii,Classic Collection,Capistrano,capistrano,barrel,Weathered Adobe,3530,,,EAGLE-HA-2026_refresh-032426-digital.pdf,
Eagle Roofing,eagle,tile,hawaii,Classic Collection,Capistrano,capistrano,barrel,Weathered Terracotta,3532,,,EAGLE-HA-2026_refresh-032426-digital.pdf,
Eagle Roofing,eagle,tile,hawaii,Classic Collection,Capistrano,capistrano,barrel,Santa Paula,3549,,,EAGLE-HA-2026_refresh-032426-digital.pdf,
Eagle Roofing,eagle,tile,hawaii,Classic Collection,Capistrano,capistrano,barrel,Ramona,3578,,,EAGLE-HA-2026_refresh-032426-digital.pdf,
Eagle Roofing,eagle,tile,hawaii,Classic Collection,Capistrano,capistrano,barrel,Arcadia Canyon Brown,3581,,,EAGLE-HA-2026_refresh-032426-digital.pdf,
Eagle Roofing,eagle,tile,hawaii,Classic Collection,Capistrano,capistrano,barrel,Dark Gray Range,3591,range,,EAGLE-HA-2026_refresh-032426-digital.pdf,
Eagle Roofing,eagle,tile,hawaii,Classic Collection,Capistrano,capistrano,barrel,Dark Charcoal Range,3595,range,,EAGLE-HA-2026_refresh-032426-digital.pdf,
Eagle Roofing,eagle,tile,hawaii,Classic Collection,Capistrano,capistrano,barrel,Concord Blend,3602,blend,,EAGLE-HA-2026_refresh-032426-digital.pdf,
Eagle Roofing,eagle,tile,hawaii,Classic Collection,Capistrano,capistrano,barrel,San Benito Blend,3605,blend,,EAGLE-HA-2026_refresh-032426-digital.pdf,
Eagle Roofing,eagle,tile,hawaii,Classic Collection,Capistrano,capistrano,barrel,Vallejo Range,3606,range,,EAGLE-HA-2026_refresh-032426-digital.pdf,
Eagle Roofing,eagle,tile,hawaii,Classic Collection,Capistrano,capistrano,barrel,Knoxville Blend,3628,blend,,EAGLE-HA-2026_refresh-032426-digital.pdf,
Eagle Roofing,eagle,tile,hawaii,Classic Collection,Capistrano,capistrano,barrel,Kings Canyon Blend,3634,blend,,EAGLE-HA-2026_refresh-032426-digital.pdf,
Eagle Roofing,eagle,tile,hawaii,Classic Collection,Capistrano,capistrano,barrel,Piedmont Blend,3636,blend,,EAGLE-HA-2026_refresh-032426-digital.pdf,
Eagle Roofing,eagle,tile,hawaii,Classic Collection,Capistrano,capistrano,barrel,Sunrise Blend,3645,blend,,EAGLE-HA-2026_refresh-032426-digital.pdf,
Eagle Roofing,eagle,tile,hawaii,Classic Collection,Capistrano,capistrano,barrel,Sunset Blend,3646,blend,,EAGLE-HA-2026_refresh-032426-digital.pdf,
Eagle Roofing,eagle,tile,hawaii,Classic Collection,Capistrano,capistrano,barrel,Mount Dora Blend,3655,blend,,EAGLE-HA-2026_refresh-032426-digital.pdf,
Eagle Roofing,eagle,tile,hawaii,Classic Collection,Capistrano,capistrano,barrel,Los Padres Blend,3680,blend,,EAGLE-HA-2026_refresh-032426-digital.pdf,
Eagle Roofing,eagle,tile,hawaii,Classic Collection,Capistrano,capistrano,barrel,Brown Gray Range,3687,range,,EAGLE-HA-2026_refresh-032426-digital.pdf,
Eagle Roofing,eagle,tile,hawaii,Classic Collection,Capistrano,capistrano,barrel,Brown Range,3689,range,,EAGLE-HA-2026_refresh-032426-digital.pdf,
Eagle Roofing,eagle,tile,hawaii,Classic Collection,Capistrano,capistrano,barrel,Slate Range,3697,range,,EAGLE-HA-2026_refresh-032426-digital.pdf,
Eagle Roofing,eagle,tile,hawaii,Classic Collection,Capistrano,capistrano,barrel,Kona Red Range,3698,range,,EAGLE-HA-2026_refresh-032426-digital.pdf,
Eagle Roofing,eagle,tile,hawaii,Classic Collection,Capistrano,capistrano,barrel,Calabar Blend,3702,blend,,EAGLE-HA-2026_refresh-032426-digital.pdf,
Eagle Roofing,eagle,tile,hawaii,Classic Collection,Capistrano,capistrano,barrel,Adobe Blend,3723,blend,,EAGLE-HA-2026_refresh-032426-digital.pdf,
Eagle Roofing,eagle,tile,hawaii,Classic Collection,Capistrano,capistrano,barrel,Cocoa Range,3743,range,,EAGLE-HA-2026_refresh-032426-digital.pdf,
Eagle Roofing,eagle,tile,hawaii,Classic Collection,Capistrano,capistrano,barrel,Walnut Creek Blend,3773,blend,,EAGLE-HA-2026_refresh-032426-digital.pdf,
Eagle Roofing,eagle,tile,hawaii,Classic Collection,Capistrano,capistrano,barrel,Coronado,3794,,,EAGLE-HA-2026_refresh-032426-digital.pdf,
Eagle Roofing,eagle,tile,hawaii,Classic Collection,Capistrano,capistrano,barrel,Rocklin Blend,3804,blend,,EAGLE-HA-2026_refresh-032426-digital.pdf,
Eagle Roofing,eagle,tile,hawaii,Classic Collection,Capistrano,capistrano,barrel,San Mateo Blend,3813,blend,,EAGLE-HA-2026_refresh-032426-digital.pdf,
Eagle Roofing,eagle,tile,hawaii,Classic Collection,Capistrano,capistrano,barrel,San Pablo Blend,3814,blend,,EAGLE-HA-2026_refresh-032426-digital.pdf,
Eagle Roofing,eagle,tile,hawaii,Classic Collection,Capistrano,capistrano,barrel,Red Bluff Blend,3815,blend,,EAGLE-HA-2026_refresh-032426-digital.pdf,
Eagle Roofing,eagle,tile,hawaii,Classic Collection,Capistrano,capistrano,barrel,San Ramon Range,3816,range,,EAGLE-HA-2026_refresh-032426-digital.pdf,
Eagle Roofing,eagle,tile,hawaii,Classic Collection,Capistrano,capistrano,barrel,La Salle Blend,3817,blend,,EAGLE-HA-2026_refresh-032426-digital.pdf,
Eagle Roofing,eagle,tile,hawaii,Classic Collection,Capistrano,capistrano,barrel,Santa Barbara Blend,SMB 8403,blend,,EAGLE-HA-2026_refresh-032426-digital.pdf,
Eagle Roofing,eagle,tile,hawaii,Classic Collection,Capistrano,capistrano,barrel,Santa Clara Blend,SMB 8820,blend,,EAGLE-HA-2026_refresh-032426-digital.pdf,
Eagle Roofing,eagle,tile,hawaii,Classic Collection,Capistrano,capistrano,barrel,Bridgeport Blend Copper,SRB 8828,blend,,EAGLE-HA-2026_refresh-032426-digital.pdf,
Eagle Roofing,eagle,tile,hawaii,Classic Collection,Malibu,malibu,double-s,Kings Canyon Blend,1634,blend,,EAGLE-HA-2026_refresh-032426-digital.pdf,
Eagle Roofing,eagle,tile,hawaii,Classic Collection,Malibu,malibu,double-s,Brown Gray Range,1687,range,,EAGLE-HA-2026_refresh-032426-digital.pdf,
Eagle Roofing,eagle,tile,hawaii,Classic Collection,Malibu,malibu,double-s,Charcoal Range,1699,range,,EAGLE-HA-2026_refresh-032426-digital.pdf,
Eagle Roofing,eagle,tile,hawaii,Classic Collection,Malibu,malibu,double-s,Sierra Madre,2503,,,EAGLE-HA-2026_refresh-032426-digital.pdf,
Eagle Roofing,eagle,tile,hawaii,Classic Collection,Malibu,malibu,double-s,Weathered Terracotta Flashed,2520,flashed,,EAGLE-HA-2026_refresh-032426-digital.pdf,
Eagle Roofing,eagle,tile,hawaii,Classic Collection,Malibu,malibu,double-s,Valencia,2526,,,EAGLE-HA-2026_refresh-032426-digital.pdf,
Eagle Roofing,eagle,tile,hawaii,Classic Collection,Malibu,malibu,double-s,Weathered Adobe,2530,,,EAGLE-HA-2026_refresh-032426-digital.pdf,
Eagle Roofing,eagle,tile,hawaii,Classic Collection,Malibu,malibu,double-s,Weathered Terracotta,2532,,,EAGLE-HA-2026_refresh-032426-digital.pdf,
Eagle Roofing,eagle,tile,hawaii,Classic Collection,Malibu,malibu,double-s,Santa Paula,2549,,,EAGLE-HA-2026_refresh-032426-digital.pdf,
Eagle Roofing,eagle,tile,hawaii,Classic Collection,Malibu,malibu,double-s,Ramona,2578,,,EAGLE-HA-2026_refresh-032426-digital.pdf,
Eagle Roofing,eagle,tile,hawaii,Classic Collection,Malibu,malibu,double-s,Arcadia Canyon Brown,2581,,,EAGLE-HA-2026_refresh-032426-digital.pdf,
Eagle Roofing,eagle,tile,hawaii,Classic Collection,Malibu,malibu,double-s,Dark Gray Range,2591,range,,EAGLE-HA-2026_refresh-032426-digital.pdf,
Eagle Roofing,eagle,tile,hawaii,Classic Collection,Malibu,malibu,double-s,Dark Charcoal Range,2595,range,,EAGLE-HA-2026_refresh-032426-digital.pdf,
Eagle Roofing,eagle,tile,hawaii,Classic Collection,Malibu,malibu,double-s,Concord Blend,2602,blend,,EAGLE-HA-2026_refresh-032426-digital.pdf,
Eagle Roofing,eagle,tile,hawaii,Classic Collection,Malibu,malibu,double-s,San Benito Blend,2605,blend,,EAGLE-HA-2026_refresh-032426-digital.pdf,
Eagle Roofing,eagle,tile,hawaii,Classic Collection,Malibu,malibu,double-s,Vallejo Range,2606,range,,EAGLE-HA-2026_refresh-032426-digital.pdf,
Eagle Roofing,eagle,tile,hawaii,Classic Collection,Malibu,malibu,double-s,Kings Canyon Blend,2634,blend,,EAGLE-HA-2026_refresh-032426-digital.pdf,
Eagle Roofing,eagle,tile,hawaii,Classic Collection,Malibu,malibu,double-s,Piedmont Blend,2636,blend,,EAGLE-HA-2026_refresh-032426-digital.pdf,
Eagle Roofing,eagle,tile,hawaii,Classic Collection,Malibu,malibu,double-s,Sunrise Blend,2645,blend,,EAGLE-HA-2026_refresh-032426-digital.pdf,
Eagle Roofing,eagle,tile,hawaii,Classic Collection,Malibu,malibu,double-s,Sunset Blend,2646,blend,,EAGLE-HA-2026_refresh-032426-digital.pdf,
Eagle Roofing,eagle,tile,hawaii,Classic Collection,Malibu,malibu,double-s,Mount Dora Blend,2655,blend,,EAGLE-HA-2026_refresh-032426-digital.pdf,
Eagle Roofing,eagle,tile,hawaii,Classic Collection,Malibu,malibu,double-s,Los Padres Blend,2680,blend,,EAGLE-HA-2026_refresh-032426-digital.pdf,
Eagle Roofing,eagle,tile,hawaii,Classic Collection,Malibu,malibu,double-s,Brown Gray Range,2687,range,,EAGLE-HA-2026_refresh-032426-digital.pdf,
Eagle Roofing,eagle,tile,hawaii,Classic Collection,Malibu,malibu,double-s,Brown Range,2689,range,,EAGLE-HA-2026_refresh-032426-digital.pdf,
